y,x,sv,pre_us,gbpre_us
0.050000001,0.059999998177495,0.024532680601250002,0.024614680670000003,0.02494280436
0.050131265,0.060000000517505,0.024532680601250002,0.02389471225,0.024067619869999998
0.050262041,0.060000000517505,0.02365566439125,0.0232019875,0.023215640828750002
0.050392333,0.060000000517505,0.02281059271625,0.02253246047625,0.02238471063625
0.050522137,0.060000000517505,0.021989848843750003,0.021883839692499997,0.0215752741375
0.050651465,0.060000000517505,0.021192046801250003,0.02125417632625,0.020789180592499998
0.050780308,0.060000000517505,0.02041823231375,0.020641719705,0.02002870722625
0.050908674,0.060000000517505,0.01967050161375,0.02004514893,0.019296252403750002
0.051036563,0.060000000517505,0.0189512760575,0.01946345999,0.01859399190875
0.051163979,0.060000000517505,0.018262945705,0.01889592012,0.0179238412925
0.051290918,0.060000000517505,0.017607547315,0.01834197951125,0.01728742866875
0.051417388,0.060000000517505,0.0169867077225,0.0178010496825,0.01668587809875
0.051543389,0.060000000517505,0.0164013823125,0.01727251782375,0.0161198095125
0.05166892,0.060000000517505,0.01585190914375,0.0167556767775,0.01558920974
0.051793985,0.060000000517505,0.015337959242500001,0.01624978956875,0.01509344384
0.051918589,0.060000000517505,0.014858528885,0.0157540936075,0.014631236066249999
0.052042726,0.060000000517505,0.01441205079875,0.01526785128625,0.014200741335
0.052166406,0.060000000517505,0.013996434319999999,0.01479025249,0.01379952202625
0.052289624,0.060000000517505,0.01360910276625,0.0143205967225,0.013424813771249999
0.052412383,0.060000000517505,0.013247139403749999,0.013858167562499999,0.013073507231249998
0.052534688,0.060000000517505,0.012907303368750001,0.01340223585625,0.01274225907875
0.052656539,0.060000000517505,0.012586161618750001,0.0129520284175,0.012427551178750001
0.052777935,0.060000000517505,0.0122801273875,0.01250676157625,0.012125792005
0.052898884,0.060000000517505,0.011985561665,0.01206560384625,0.01183334018875
0.053019382,0.060000000517505,0.01169875167125,0.011627760760000001,0.01154661039375
0.05313943,0.060000000517505,0.011416066303750002,0.011192405855,0.011262065372500001
0.053259037,0.060000000517505,0.011133936103749999,0.0107587540925,0.0109762982225
0.053378195,0.060000000517505,0.010848889557500001,0.01032614999625,0.010686120260000001
0.053496912,0.060000000517505,0.01055766439375,0.0098939438,0.010388498823750002
0.05361519,0.060000000517505,0.010257174757500001,0.00946160504875,0.0100806546975
0.053733028,0.060000000517505,0.0099446079475,0.00902875739125,0.009760098390000001
0.053850427,0.060000000517505,0.00961745318625,0.00859510834875,0.00942459576
0.05396739,0.060000000517505,0.009273536447500001,0.00816043892625,0.00907218477375
0.054083921,0.060000000517505,0.0089110857075,0.00772460993625,0.00870121258
0.05420002,0.060000000517505,0.00852876200375,0.007287591664999999,0.00831041685019375
0.054315683,0.060000000517505,0.008125668147500001,0.00684938041,0.0078989382545375
0.054430921,0.060000000517505,0.007701435952499999,0.006409960781250001,0.0074663448853500005
0.054545727,0.060000000517505,0.007256173481325,0.00596943701,0.00701283018705
0.054660108,0.060000000517505,0.006790501019637501,0.0055278456625,0.00653906273773125
0.054774065,0.060000000517505,0.00630549789971375,0.0050852991437499995,0.00604631624849375
0.0548876,0.060000000517505,0.0058026905393125,0.00464194960625,0.005536379142149999
0.055000711,0.060000000517505,0.0052839604719762505,0.0041979962025,0.005011449624224999
0.055113401,0.060000000517505,0.004751498276544999,0.0037537020325,0.0044740059078125
0.055225678,0.060000000517505,0.0042076976654025,0.00330934605625,0.00392658082465
0.055337533,0.060000000517505,0.003655016703455,0.00286536690625,0.00337178468117
0.055448972,0.060000000517505,0.0030959825766925,0.00242215452,0.0028119411996775003
0.05556,0.060000000517505,0.0025329399419387498,0.0019801935610374998,0.0022491925520399998
0.055670615,0.060000000517505,0.0019680630329099997,0.00153990426562375,0.0016853020565249998
0.055780821,0.060000000517505,0.0014032080505899998,0.0011016365569525,0.001121703416475025
0.055890612,0.060000000517505,0.000839870987655,0.000665692447796875,0.000559635366365625
0.056000002,0.059999999163744995,0.00027909813615375,0.000232104069699375,1.856767099997825e-10
